name,score,title,place,date,verified purch,text,upvotes 
Adam l.,5.0 out of 5 stars,Works perfect!,the United States ,March 2 2019,Verified Purchase,  Worked perfectly couldn’t buy a used xbox for that price!,0 people found this helpful
Bookaholic,4.0 out of 5 stars,Gift,the United States ,December 29 2019,Verified Purchase,  Gift,0 people found this helpful
Jennifer,5.0 out of 5 stars,better than expected,the United States ,January 13 2019,Verified Purchase,"  Definitely works with everything we've gotten for it without adapters, easy to install and use.",0 people found this helpful
Joshua S,5.0 out of 5 stars,Good,the United States ,June 30 2020,Verified Purchase,  Good,0 people found this helpful
Elizabeth,5.0 out of 5 stars,Great,the United States ,August 30 2019,Verified Purchase,  great,0 people found this helpful
caleb springer,5.0 out of 5 stars,Good buy,the United States ,May 2 2019,Verified Purchase,  Would buy again,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,July 2 2018,Verified Purchase,  Works great,2 people found this helpful
Andy Orozco,5.0 out of 5 stars,Mine was brand new,the United States ,May 25 2019,Verified Purchase,"  Apparently some of these reviews get used consoles, I understood that risk and ordered anyways. I received a brand new console. Glad I ordered.",One person found this helpful
Em,4.0 out of 5 stars,Good,the United States ,February 3 2019,Verified Purchase,  I’ve only had the console for a little over a month but it’s held up well. It’s my first console so I’m impressed with it. No problems it even arrived early,0 people found this helpful
Gail Winch,5.0 out of 5 stars,Five Stars,the United States ,November 27 2017,Verified Purchase,  My grandson is enjoying this already as he did not want to wait until Christmas.,7 people found this helpful
Karemia Daniels,5.0 out of 5 stars,My son loves his birthday gift ,the United States ,July 26 2019,Verified Purchase,  Purchased for my son for his birthday  he loves and I appreciate it’s sleek design and light weight... not bulky... taking up space and is aesthetically pleasing...,0 people found this helpful
matt G,1.0 out of 5 stars,not working,the United States ,August 31 2019,Verified Purchase,  did not work sent to wrong address on top of that,One person found this helpful
Ben or Jessi,3.0 out of 5 stars,Lied,the United States ,December 12 2019,Verified Purchase,  Came used when it said it was new,0 people found this helpful
Josh Whaley,5.0 out of 5 stars,Good,the United States ,April 6 2020,Verified Purchase,  Mine works great. It came in one day.,0 people found this helpful
Sherri,3.0 out of 5 stars,Returned,the United States ,October 12 2019,Verified Purchase,  Returned. Not what my son wanted.,0 people found this helpful
mcbarker,5.0 out of 5 stars,Great buy!,the United States ,November 26 2018,Verified Purchase,"  Great product, works wonderfully.",0 people found this helpful
Scott,5.0 out of 5 stars,Is what it is,the United States ,January 4 2019,Verified Purchase,"  Great, was what I expected",0 people found this helpful
Philip PIttocco,5.0 out of 5 stars,Great Buy,the United States ,August 4 2019,Verified Purchase,"  Needed a new Xbox as my previous one of five years died. This thing is amazing. So small and sleek, lightning fast, and quiet! Love it.",0 people found this helpful
Stacy,4.0 out of 5 stars,Open package but hardware complete,the United States ,March 12 2018,Verified Purchase,"  Arrived quickly. Packed well by Amazon. Microsoft box was clearly opened and re-sealed. All components were present and in working order though. As I have purchased various other Microsoft gaming systems over the years, I can only assume that the package was opened by the original seller in order to remove the ""Freebies"" usually contained within. Every other Xbox, Xbox 360, Xbox One, and One S that I have purchased in a SEALED box contained at least one free month of Xbox Live and sometimes codes to download Demo Games. That is the only thing I could imagine them taking from this box as all the hardware and manuals were present. Overall I am still giving it 4 stars as all I need was a new console. Set-up went as expected and is highly dependent on your internet connection.",3 people found this helpful
Brock,5.0 out of 5 stars,New,the United States ,September 23 2019,Verified Purchase,  Good price for a new sealed xbox!,0 people found this helpful
Heather Kuhling,5.0 out of 5 stars,Nice,the United States ,December 25 2019,Verified Purchase,  Easy to set up. Exactly what we expected,0 people found this helpful
Ron Butane,5.0 out of 5 stars,Good console,the United States ,January 27 2020,Verified Purchase,"  Product came as expected. I got the game pass, which lets me play a bunch of games that I wouldn't normally have access to, so I didn't have to buy any games. That's a cheaper option than buying each game a-la-carte.",0 people found this helpful
Diana Thiele,5.0 out of 5 stars,Xbox for my Grandson,the United States ,August 11 2018,Verified Purchase,"  My Grandsons reviewIt's awesome , it's so much smaller and I love it runs so much more smoothly .",0 people found this helpful
Dennis B.,5.0 out of 5 stars,Perfect,the United States ,September 4 2019,Verified Purchase,  Everything was as described I will continue to business with you in the future,0 people found this helpful
Matthew White,3.0 out of 5 stars,Bad Controller,the United States ,November 4 2017,Verified Purchase,  Controller that came with it keeps disconnecting... not exactly Amazon's fault but could be. Other than that very pleased.,10 people found this helpful
galaxygirl64,5.0 out of 5 stars,Great shape,the United States ,December 20 2018,Verified Purchase,  Great Xbox 1 works like Xbox 1 should,0 people found this helpful
Pazaka,5.0 out of 5 stars,Xbox party. Time.,the United States ,February 5 2020,Verified Purchase,  Started to perform from the start.,0 people found this helpful
Robert,5.0 out of 5 stars,No complaints,the United States ,August 8 2019,Verified Purchase,"  Received my Xbox One early this morning. Packaging did look to be resealed but console is absolutely flawless. Have to admit I got pretty scared when I saw all the bad reviews, but this console is brand new. Thanks",0 people found this helpful
Steph,4.0 out of 5 stars,box was a bit damaged,the United States ,April 7 2019,Verified Purchase,  great for the price14 day trial stuff was taken out thobut was brand new,0 people found this helpful
Techbuyer,5.0 out of 5 stars,More bang for the buck,the United States ,July 10 2019,Verified Purchase,  Needed to get a new Xbox.  Glad I purchased the 1s  over the 1x .  All games work as intended.,0 people found this helpful
MaggyMae,5.0 out of 5 stars,It was exactly as anticipated,the United States ,January 29 2019,Verified Purchase,  Nice console!,0 people found this helpful
Melanie Rose,3.0 out of 5 stars,Not the best,the United States ,November 18 2020,Verified Purchase,"  I- its not the best. Its okay, but it has to download the games and its so confusing. Even if you buy the game CD.",0 people found this helpful
Jafet,5.0 out of 5 stars,Still use to this day!,the United States ,December 7 2020,Verified Purchase,  Never had problems with this console ever after 2 years of having it.,0 people found this helpful
Cutter Troutman,5.0 out of 5 stars,Great,the United States ,June 11 2019,Verified Purchase,  Product arrived timely and works perfectly,0 people found this helpful
Paul McGhee,5.0 out of 5 stars,Xbox one RULES !,the United States ,March 4 2020,Verified Purchase,  Great console at a great price,0 people found this helpful
Mex,5.0 out of 5 stars,Good price and product,the United States ,September 26 2019,Verified Purchase,"  The kid, and they are happy with it",0 people found this helpful
margaret west,5.0 out of 5 stars,xbox one,the United States ,July 21 2020,Verified Purchase,"  works great, good price.",0 people found this helpful
GDoughten,5.0 out of 5 stars,Great product,the United States ,December 29 2018,Verified Purchase,  Works great,0 people found this helpful
Diane Williams,3.0 out of 5 stars,Not good,the United States ,November 21 2020,Verified Purchase,  Product was dirty and controller broke the first week we had it,0 people found this helpful
